compound,auid,aurl,aurl_http,spacegroup_relax,Pearson_symbol_relax,species
C2,aflow:d778dd1196e3f9a7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/306,227.0,cF8,['C']
C1,aflow:d7ad42625653f999,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/b1,229.0,cI2,['C']
C4,aflow:d7848dd5314ceaea,https://aflowlib.duke.edu/08Apr2002/A9/A9.cif,https://aflowlib.duke.edu/08Apr2002/A9,194.0,hP4,['C']
C3,aflow:d88d185a68c49c72,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CFe_pv/323,191.0,hP1,['C']
C2,aflow:d83fc9399dc3a786,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSb/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSb/117,194.0,hP2,['C']
C16,aflow:d8e58d3bd84cf982,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORC/C1_ICSD_182269/C1_ICSD_182269.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORC/C1_ICSD_182269,62.0,oP16,['C']
C1,aflow:d819604de560d36f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/59,229.0,cI2,['C']
C1,aflow:d8609c6b825497fd,https://aflowlib.duke.edu/31May2000/0/0.cif,https://aflowlib.duke.edu/31May2000/0,,,['C']
C14,aflow:d90c5766239893a9,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/C1_ICSD_66470/C1_ICSD_66470.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/C1_ICSD_66470,166.0,hR14,['C']
C4,aflow:d91e5fcaa14133d8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/318/318.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/318,67.0,oS4,['C']
C2,aflow:d9033b4bb1229d8d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCo/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCo/305,227.0,cF8,['C']
C4,aflow:d9ac59542a3640f5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/318/318.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/318,67.0,oS4,['C']
C1,aflow:d9bf2fc047b9d9cf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/2,225.0,cF4,['C']
C1,aflow:dacfdcfbeaabc28d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/b1,229.0,cI2,['C']
C1,aflow:da788a48fff95ac3,https://aflowlib.duke.edu/20Dec2001/A1/A1.cif,https://aflowlib.duke.edu/20Dec2001/A1,225.0,cF4,['C']
C2,aflow:da933de2b882ba35,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_29068/C1_ICSD_29068.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_29068,227.0,cF8,['C']
C1,aflow:da59bf5d2d01695e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/59,229.0,cI2,['C']
C1,aflow:da517b686f4c4ee4,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CV_sv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CV_sv/59,229.0,cI2,['C']
C2,aflow:db54cefdaf31f3ee,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_28859/C1_ICSD_28859.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_28859,227.0,cF8,['C']
C1,aflow:dbd9fe6a1be828c8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/f1,225.0,cF4,['C']
C2,aflow:db14a4401c3e90e5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/h3/h3.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/h3,194.0,hP2,['C']
C1,aflow:db9826474da1cc3a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/59,229.0,cI2,['C']
C1,aflow:dc0807707dd42fb2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/1/1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/1,225.0,cF4,['C']
C2,aflow:de9c0ec6a0bb5c4d,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/305,227.0,cF8,['C']
C1,aflow:de8c3aa6462cd019,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/b1,229.0,cI2,['C']
C3,aflow:de2e18f374e9b391,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CY_sv/323,191.0,hP1,['C']
C1,aflow:ded843eb08715ed1,https://aflowlib.duke.edu/01Apr2000/A1/A1.cif,https://aflowlib.duke.edu/01Apr2000/A1,225.0,cF4,['C']
C1,aflow:de8bdd54194fce75,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/f2/f2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/f2,225.0,cF4,['C']
C1,aflow:de786f2195fd49d9,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/303,139.0,tI2,['C']
C2,aflow:de838fba0f0c9b1a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/305,227.0,cF8,['C']
C2,aflow:debf4cc39d5353e0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/305,227.0,cF8,['C']
C1,aflow:dfdc76fa77ba60eb,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNb_sv/2,225.0,cF4,['C']
C2,aflow:df552c1ea0240c13,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/301,227.0,cF8,['C']
C2,aflow:df99e0596c5ce710,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/h1,194.0,hP2,['C']
C1,aflow:e044ab0722c17def,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/304/304.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/304,139.0,tI2,['C']
C2,aflow:e07a643e62eb78b3,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Be_svC/306,227.0,cF8,['C']
C2,aflow:e0c700b36e22a3ab,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/306,227.0,cF8,['C']
C1,aflow:e06373cce9702fd1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/2,225.0,cF4,['C']
C1,aflow:e15ac5effa336532,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/2,225.0,cF4,['C']
C3,aflow:e1fd196ed2303b32,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/323,191.0,hP1,['C']
C2,aflow:e1de3d21f852fb90,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/h1,194.0,hP2,['C']
C2,aflow:e1fe158146a56f23,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/h1,194.0,hP2,['C']
C2,aflow:e2b37c99b5e04f00,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNa_sv/117,194.0,hP2,['C']
C3,aflow:e28dd30695d9cb04,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/324/324.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/324,191.0,hP1,['C']
C1,aflow:e215dc84b6674bad,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/1/1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/1,225.0,cF4,['C']
C2,aflow:e293cae598939446,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/302/302.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AgC/302,227.0,cF8,['C']
C1,aflow:e2e8d0e316efb8a7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/b1,229.0,cI2,['C']
C2,aflow:e27e64ab7cd7ec19,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/117,194.0,hP2,['C']
C1,aflow:e3490d5356bdf2b7,https://aflowlib.duke.edu/05Jan2001/0/0.cif,https://aflowlib.duke.edu/05Jan2001/0,,,['C']
C2,aflow:e37866efa5cfdafe,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/A7.A,227.0,cF8,['C']
C1,aflow:e49dc3ee26b856b9,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/f1,225.0,cF4,['C']
C2,aflow:e44ec57ed29612da,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMn_pv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMn_pv/A7.A,227.0,cF8,['C']
C1,aflow:e42f1f13f6e05908,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/304/304.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AsC/304,139.0,tI2,['C']
C1,aflow:e53a6b98cdb391d0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/59,229.0,cI2,['C']
C1,aflow:e59d32d166c40eae,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCu_pv/2,225.0,cF4,['C']
C1,aflow:e68836af814349fb,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/f1,225.0,cF4,['C']
C1,aflow:e6d8a8a739ce183b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/59,229.0,cI2,['C']
C1,aflow:e6bb723d00e3fd6b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/59,229.0,cI2,['C']
C2,aflow:e68352ed8244de9e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSn/h1,194.0,hP2,['C']
C2,aflow:e70577b039d63fbd,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/301,227.0,cF8,['C']
C2,aflow:e7af15c7ec9069b7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/117,194.0,hP2,['C']
C3,aflow:e77fe4d7c710c35c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/323,191.0,hP1,['C']
C1,aflow:e824bd61c3d27a14,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCr_pv/b1,229.0,cI2,['C']
C2,aflow:e8adfb0bd46e8b12,https://aflowlib.duke.edu/08Apr2002/A5/A5.cif,https://aflowlib.duke.edu/08Apr2002/A5,227.0,cF8,['C']
C4,aflow:e8466b59b2915491,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/COs_pv/317,67.0,oS4,['C']
C1,aflow:e93f2434c275d54b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/59,229.0,cI2,['C']
C1,aflow:e973ced6100b1f70,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/b1,229.0,cI2,['C']
C1,aflow:e90e7e67148edfda,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMg_pv/2,225.0,cF4,['C']
C1,aflow:e966878857d353e1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSr_sv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSr_sv/b1,229.0,cI2,['C']
C1,aflow:ea6bf6a18c22a0db,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPt/2,225.0,cF4,['C']
C3,aflow:ea0d9f39813c2c3c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZn/323,191.0,hP1,['C']
C1,aflow:ea1fb865b70b08e0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSi/b1,229.0,cI2,['C']
C1,aflow:eabcf3ad2ec57326,https://aflowlib.duke.edu/08Apr2002/0/0.cif,https://aflowlib.duke.edu/08Apr2002/0,,,['C']
C2,aflow:ea7c1d1ca62af462,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/301,227.0,cF8,['C']
C2,aflow:eac4bf4b7b553e29,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/h1,194.0,hP2,['C']
C2,aflow:eccc5e934d6358c9,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/302/302.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/302,227.0,cF8,['C']
C2,aflow:ec6e577af100f957,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSr_sv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSr_sv/A7.A,227.0,cF8,['C']
C3,aflow:ed8d230370db502a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/323,191.0,hP1,['C']
C1,aflow:ed57c3ad886d3c05,https://aflowlib.duke.edu/01Apr2000/0/0.cif,https://aflowlib.duke.edu/01Apr2000/0,,,['C']
C2,aflow:ed57ab1a28db7854,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRe_pv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRe_pv/117,194.0,hP2,['C']
C2,aflow:ee05846edf452c0e,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSb/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSb/305,227.0,cF8,['C']
C2,aflow:ef0cef37a41bb6f0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/117,194.0,hP2,['C']
C1,aflow:ef36b08ded7e9302,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CLi_sv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CLi_sv/f1,225.0,cF4,['C']
C2,aflow:efe387c8d1b01a8b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/h1,194.0,hP2,['C']
C1,aflow:efd893b635a3c823,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/1/1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/1,225.0,cF4,['C']
C2,aflow:f0778bd46c9d8b76,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/h1,194.0,hP2,['C']
C1,aflow:f04c92ebcb2f5d4f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCo/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCo/303,139.0,tI2,['C']
C4,aflow:f0630ab97c14cd5a,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/317,67.0,oS4,['C']
C1,aflow:f171bcf12013ba31,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/2,225.0,cF4,['C']
C1,aflow:f16cea52b162d72b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/59,229.0,cI2,['C']
C2,aflow:f17e17138dd49bf8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/A7.A,227.0,cF8,['C']
C2,aflow:f2342a7ebc4085d5,https://aflowlib.duke.edu/20Dec2001/A3/A3.cif,https://aflowlib.duke.edu/20Dec2001/A3,194.0,hP2,['C']
C1,aflow:f2e29c2252b79264,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/2,225.0,cF4,['C']
C1,aflow:f28859a334abdfad,https://aflowlib.duke.edu/01Apr2000/0/0.cif,https://aflowlib.duke.edu/01Apr2000/0,,,['C']
C1,aflow:f2a6ea5114e305cb,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/2/2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CI/2,225.0,cF4,['C']
C2,aflow:f3341ab540e3a3c8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCa_sv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCa_sv/A7.A,227.0,cF8,['C']
C1,aflow:f374021d268a3eb1,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/303,139.0,tI2,['C']
C1,aflow:f353ea3dff810f63,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/59/59.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CMo_pv/59,229.0,cI2,['C']
C4,aflow:f3ad15da024f73d8,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/317,67.0,oS4,['C']
C1,aflow:f488e7a57cc87ce3,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSc_sv/303,139.0,tI2,['C']
C3,aflow:f4d0783dd991500f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIr/323,191.0,hP1,['C']
C1,aflow:f4e84bdd79180a59,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTc_pv/303,139.0,tI2,['C']
C4,aflow:f4435cfda56f47a5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/318/318.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/318,67.0,oS4,['C']
C3,aflow:f5dc8025d8b05894,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/323,191.0,hP1,['C']
C2,aflow:f52c0d2e60e6906b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/301,227.0,cF8,['C']
C1,aflow:f66212e0fbca8490,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/b1,229.0,cI2,['C']
C2,aflow:f6e98900d968ae20,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/305/305.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CGe_h/305,227.0,cF8,['C']
C4,aflow:f71d159488710104,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/317,67.0,oS4,['C']
C2,aflow:f7788ad01d76a9b6,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/306/306.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AuC/306,227.0,cF8,['C']
C2,aflow:f78432d50ec10efd,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRb_sv/A7.A,227.0,cF8,['C']
C2,aflow:f8d4ead046c886f2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CCd/A7.A,227.0,cF8,['C']
C2,aflow:f8cbf47990dbad99,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/117/117.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/117,194.0,hP2,['C']
C1,aflow:f813bb4690611c18,https://aflowlib.duke.edu/17Apr2000/0/0.cif,https://aflowlib.duke.edu/17Apr2000/0,,,['C']
C1,aflow:f92ab6df917cc1b6,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/304/304.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Bi_dC/304,139.0,tI2,['C']
C2,aflow:f9975be0ab80444c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/302/302.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/Ba_svC/302,227.0,cF8,['C']
C1,aflow:f9e7025193a663bf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/b2/b2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/BrC/b2,229.0,cI2,['C']
C2,aflow:fabc2049c7879a29,https://aflowlib.duke.edu/04May1998/A4/A4.cif,https://aflowlib.duke.edu/04May1998/A4,227.0,cF8,['C']
C1,aflow:fa981fa021f30657,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/b1/b1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/b1,229.0,cI2,['C']
C4,aflow:fabeb1962edef53a,https://aflowlib.duke.edu/05Jan2001/A9/A9.cif,https://aflowlib.duke.edu/05Jan2001/A9,194.0,hP4,['C']
C4,aflow:fbcf52457a5b8d55,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CSe/317,67.0,oS4,['C']
C2,aflow:fb9cba470a8f1f03,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHf_pv/h1,194.0,hP2,['C']
C1,aflow:fb7ad2a98aaa0341,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/f1,225.0,cF4,['C']
C2,aflow:fb20aab94bf96763,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/h3/h3.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/AlC/h3,194.0,hP2,['C']
